date,symbol,sector,open,high,low,close
2017-05-04,JNJ,Health Care,123.69,123.95,123.23,123.95
2017-05-04,LH,Health Care,140.55,141.41,140.19,140.9
2017-05-04,LLY,Health Care,81.35,83.095,81.29,83.04
2017-05-04,MCK,Health Care,138.54,142.74,138.54,142.22
2017-05-04,MDT,Health Care,84.1,84.41,83.84,83.91
2017-05-04,MRK,Health Care,63.67,63.89,63.22,63.38
2017-05-04,MTD,Health Care,512.3,520.18,512.3,519.31
2017-05-04,PFE,Health Care,33.44,33.59,33.32,33.45
2017-05-04,PKI,Health Care,59.63,60.76,59.63,60.49
2017-05-04,PRGO,Health Care,72.45,74.47,72.27,73.12
2017-05-04,REGN,Health Care,410.19,437.32,410.19,434.31
2017-05-04,RMD,Health Care,68.89,69.15,68.44,69.0
2017-05-04,STE,Health Care,75.42,75.68,74.88,75.25
2017-05-04,SYK,Health Care,135.64,135.65,134.79,134.98
2017-05-04,TFX,Health Care,199.47,208.04,199.3663,202.83
2017-05-04,TMO,Health Care,168.36,170.235,168.11,170.12
2017-05-04,UHS,Health Care,123.18,123.91,121.27,122.5
2017-05-04,UNH,Health Care,173.05,174.21,172.38,174.02
2017-05-04,VRTX,Health Care,119.59,119.95,115.91,116.39
2017-05-04,WAT,Health Care,172.93,173.99,172.805,173.7
2017-05-04,WST,Health Care,94.66,96.01,94.1,95.81
2017-05-04,XRAY,Health Care,64.02,65.5,63.77,65.32
2017-05-04,ZBH,Health Care,119.35,119.68,116.18,116.85
2017-05-04,ZTS,Health Care,55.48,59.6025,55.48,58.87
2017-05-05,A,Health Care,56.85,56.96,56.59,56.64
2017-05-05,ABBV,Health Care,67.19,67.22,66.3246,66.99
2017-05-05,ABC,Health Care,86.66,86.97,85.54,85.89
2017-05-05,ABMD,Health Care,132.13,134.81,131.63,133.03
2017-05-05,ABT,Health Care,44.58,44.69,44.48,44.64
2017-05-05,ALGN,Health Care,141.69,141.85,137.7687,138.03
2017-05-05,ALXN,Health Care,130.63,130.63,128.6,128.82
2017-05-05,AMGN,Health Care,164.81,164.81,162.42,163.81
2017-05-05,ANTM,Health Care,180.82,181.5,179.215,180.3
2017-05-05,BAX,Health Care,56.0,56.16,55.7,55.95
2017-05-05,BDX,Health Care,184.78,186.09,184.1055,185.4
2017-05-05,BIIB,Health Care,268.32,269.5,261.0,262.15
2017-05-05,BIO,Health Care,223.0,224.24,215.56,218.14
2017-05-05,BMY,Health Care,55.25,55.33,54.9599,55.15
2017-05-05,BSX,Health Care,26.45,26.53,26.31,26.51
2017-05-05,CAH,Health Care,73.01,73.2,71.9001,72.47
2017-05-05,CERN,Health Care,64.39,65.07,64.1,64.89
2017-05-05,CI,Health Care,159.0,161.57,158.24,160.25
2017-05-05,CNC,Health Care,38.14,38.625,38.1201,38.44
2017-05-05,COO,Health Care,205.28,206.67,204.27,205.71
2017-05-05,CTLT,Health Care,29.55,34.81,29.55,31.75
2017-05-05,CVS,Health Care,81.4,81.51,80.6,81.06
2017-05-05,DGX,Health Care,107.43,107.55,106.84,107.09
2017-05-05,DHR,Health Care,84.38,84.39,83.71,83.86
2017-05-05,DVA,Health Care,65.4,65.65,64.685,65.45
2017-05-05,DXCM,Health Care,76.35,78.49,75.65,76.21
2017-05-05,EW,Health Care,36.8667,36.95,36.6367,36.86
2017-05-05,GILD,Health Care,68.1,68.45,67.51,67.8
2017-05-05,HCA,Health Care,83.6,84.21,83.13,83.5
2017-05-05,HOLX,Health Care,45.11,45.21,44.7847,45.04
2017-05-05,HSIC,Health Care,70.13,70.3183,69.6437,69.9457
2017-05-05,HUM,Health Care,229.22,230.53,228.03,229.76
2017-05-05,IDXX,Health Care,161.02,162.76,160.11,162.47
2017-05-05,ILMN,Health Care,188.33,189.48,186.63,187.14
2017-05-05,INCY,Health Care,124.14,124.8,120.5,122.41
2017-05-05,IQV,Health Care,82.49,83.455,81.96,83.3
2017-05-05,ISRG,Health Care,283.13,283.6667,281.917,283.5133
2017-05-05,JNJ,Health Care,123.8,123.8,122.86,123.51
2017-05-05,LH,Health Care,140.99,142.53,140.22,142.38
2017-05-05,LLY,Health Care,83.06,83.1119,82.07,82.51
2017-05-05,MCK,Health Care,142.25,142.73,140.88,141.47
2017-05-05,MDT,Health Care,84.15,84.21,83.79,84.0
2017-05-05,MRK,Health Care,63.5,64.09,63.43,63.97
2017-05-05,MTD,Health Care,549.9,566.49,542.22,544.14
2017-05-05,PFE,Health Care,33.44,33.48,33.23,33.48
2017-05-05,PKI,Health Care,61.11,61.98,60.12,61.6
2017-05-05,PRGO,Health Care,73.53,73.53,72.4,73.41
2017-05-05,REGN,Health Care,434.79,438.47,426.4,429.0
2017-05-05,RMD,Health Care,69.22,69.78,68.95,69.39
2017-05-05,STE,Health Care,75.65,75.82,75.12,75.71
2017-05-05,SYK,Health Care,135.43,136.0,134.77,135.96
2017-05-05,TFX,Health Care,202.61,202.62,197.82,200.34
2017-05-05,TMO,Health Care,170.08,171.15,169.64,171.06
2017-05-05,UHS,Health Care,122.72,122.9,121.45,121.99
2017-05-05,UNH,Health Care,174.54,174.88,173.31,174.12
2017-05-05,VRTX,Health Care,116.54,116.7,113.66,114.84
2017-05-05,WAT,Health Care,173.94,174.17,172.73,174.0
2017-05-05,WST,Health Care,95.9,96.87,95.4,96.55
2017-05-05,XRAY,Health Care,65.2,65.6,64.85,65.59
2017-05-05,ZBH,Health Care,117.46,117.46,115.75,116.54
2017-05-05,ZTS,Health Care,58.76,59.61,58.48,59.47
2017-05-08,A,Health Care,56.65,56.82,55.93,56.32
2017-05-08,ABBV,Health Care,66.94,66.95,66.14,66.21
2017-05-08,ABC,Health Care,86.21,86.98,86.02,86.59
2017-05-08,ABMD,Health Care,132.3,133.97,130.02,130.78
2017-05-08,ABT,Health Care,44.7,44.9,44.63,44.68
2017-05-08,ALGN,Health Care,138.25,138.77,136.32,137.0
2017-05-08,ALXN,Health Care,129.12,129.99,122.02,124.48
2017-05-08,AMGN,Health Care,163.73,163.81,162.47,163.03
2017-05-08,ANTM,Health Care,180.64,181.39,179.09,179.83
2017-05-08,BAX,Health Care,55.91,55.97,55.62,55.7
2017-05-08,BDX,Health Care,184.29,184.8,182.35,182.62
2017-05-08,BIIB,Health Care,262.52,263.6,259.99,260.42
2017-05-08,BIO,Health Care,217.94,217.94,216.09,217.85
2017-05-08,BMY,Health Care,54.99,55.18,54.54,54.94
2017-05-08,BSX,Health Care,26.55,26.58,26.33,26.39
2017-05-08,CAH,Health Care,72.66,72.66,71.83,72.01
2017-05-08,CERN,Health Care,64.9,65.02,64.5,64.61
2017-05-08,CI,Health Care,160.66,162.125,160.1101,161.75
2017-05-08,CNC,Health Care,38.495,38.795,37.875,37.895
2017-05-08,COO,Health Care,205.77,207.2,204.51,206.4
2017-05-08,CTLT,Health Care,31.77,31.8,31.22,31.4
2017-05-08,CVS,Health Care,80.88,81.3168,80.81,81.05
2017-05-08,DGX,Health Care,107.18,107.9999,106.9,107.19
2017-05-08,DHR,Health Care,83.89,83.9,83.39,83.39
2017-05-08,DVA,Health Care,65.53,65.92,65.2,65.39
2017-05-08,DXCM,Health Care,75.2,75.87,72.82,73.4
2017-05-08,EW,Health Care,36.93,36.95,36.5234,36.66
2017-05-08,GILD,Health Care,67.78,67.82,67.08,67.21
2017-05-08,HCA,Health Care,83.74,83.99,83.47,83.86
2017-05-08,HOLX,Health Care,45.05,45.35,44.98,45.31
2017-05-08,HSIC,Health Care,69.9535,70.0908,68.3162,68.6397
2017-05-08,HUM,Health Care,229.82,230.42,228.25,229.25
2017-05-08,IDXX,Health Care,162.31,162.65,160.56,161.66
2017-05-08,ILMN,Health Care,186.1,186.39,183.1,184.65
2017-05-08,INCY,Health Care,121.72,121.8,116.44,117.79
2017-05-08,IQV,Health Care,82.66,83.88,82.31,83.64
2017-05-08,ISRG,Health Care,283.3333,283.88,279.6667,280.2633
2017-05-08,JNJ,Health Care,123.53,123.8,123.02,123.25
2017-05-08,LH,Health Care,142.19,142.87,141.54,142.19
2017-05-08,LLY,Health Care,82.36,82.41,80.36,80.67
2017-05-08,MCK,Health Care,141.85,142.1,140.41,140.87
2017-05-08,MDT,Health Care,83.98,83.98,83.095,83.3
2017-05-08,MRK,Health Care,63.91,64.51,63.83,64.01
2017-05-08,MTD,Health Care,543.19,546.08,540.775,542.59
2017-05-08,PFE,Health Care,33.4,33.62,33.35,33.45
2017-05-08,PKI,Health Care,61.6,62.04,61.27,61.89
2017-05-08,PRGO,Health Care,73.19,73.77,72.875,73.07
2017-05-08,REGN,Health Care,427.76,436.47,421.8768,423.38
2017-05-08,RMD,Health Care,69.15,69.2485,68.35,68.55
2017-05-08,STE,Health Care,75.73,75.73,74.98,75.3
2017-05-08,SYK,Health Care,135.79,136.0,134.6,134.85
2017-05-08,TFX,Health Care,199.95,199.95,194.72,194.99
2017-05-08,TMO,Health Care,171.43,171.67,169.79,170.39
2017-05-08,UHS,Health Care,121.98,122.69,120.77,121.32
2017-05-08,UNH,Health Care,173.93,174.56,173.5671,174.44
2017-05-08,VRTX,Health Care,114.56,115.65,113.81,115.06
2017-05-08,WAT,Health Care,174.03,174.03,172.71,173.07
2017-05-08,WST,Health Care,96.55,96.97,95.695,96.24
2017-05-08,XRAY,Health Care,65.19,65.68,64.61,65.43
2017-05-08,ZBH,Health Care,116.61,117.21,116.03,116.91
2017-05-08,ZTS,Health Care,59.39,59.74,58.3,58.81
2017-05-09,A,Health Care,56.42,56.89,56.29,56.87
2017-05-09,ABBV,Health Care,66.2,66.95,65.86,66.17
2017-05-09,ABC,Health Care,86.7,88.21,86.67,87.54
2017-05-09,ABMD,Health Care,130.65,132.039,129.81,130.88
2017-05-09,ABT,Health Care,44.65,44.77,44.56,44.67
2017-05-09,ALGN,Health Care,137.97,138.97,137.23,138.17
2017-05-09,ALXN,Health Care,124.1,125.7999,123.19,124.7
2017-05-09,AMGN,Health Care,163.17,164.08,162.83,163.22
2017-05-09,ANTM,Health Care,179.73,180.61,177.56,177.73
2017-05-09,BAX,Health Care,55.79,56.25,55.56,56.14
2017-05-09,BDX,Health Care,182.07,182.44,179.51,180.66
2017-05-09,BIIB,Health Care,260.99,263.66,260.28,261.28
2017-05-09,BIO,Health Care,217.92,223.47,216.541,223.12
2017-05-09,BMY,Health Care,54.88,55.48,54.75,55.32
2017-05-09,BSX,Health Care,26.42,26.69,26.27,26.38
2017-05-09,CAH,Health Care,72.28,72.5382,72.0316,72.39
2017-05-09,CERN,Health Care,64.5,65.31,64.29,64.85
2017-05-09,CI,Health Care,161.86,163.48,161.775,162.65
2017-05-09,CNC,Health Care,37.935,38.17,37.595,37.865
2017-05-09,COO,Health Care,206.58,208.14,205.9,207.65
2017-05-09,CTLT,Health Care,31.49,32.07,31.365,31.51
2017-05-09,CVS,Health Care,81.0,81.48,80.92,81.1
2017-05-09,DGX,Health Care,107.15,107.62,106.81,107.28
2017-05-09,DHR,Health Care,83.29,83.62,83.02,83.17
2017-05-09,DVA,Health Care,65.46,66.05,65.195,65.87
2017-05-09,DXCM,Health Care,73.0,73.0,71.94,71.99
2017-05-09,EW,Health Care,36.6167,36.8067,36.5833,36.6633
2017-05-09,GILD,Health Care,67.22,67.75,67.1,67.61
2017-05-09,HCA,Health Care,84.01,84.28,83.77,84.13
2017-05-09,HOLX,Health Care,44.86,45.72,44.86,45.57
2017-05-09,HSIC,Health Care,70.5928,71.5654,69.0162,69.577
2017-05-09,HUM,Health Care,229.99,232.39,229.8,230.59
2017-05-09,IDXX,Health Care,160.8,162.25,160.8,162.06
2017-05-09,ILMN,Health Care,184.35,185.27,182.71,183.59
2017-05-09,INCY,Health Care,117.47,119.92,117.04,119.73
2017-05-09,IQV,Health Care,83.79,84.64,83.59,84.27
2017-05-09,ISRG,Health Care,279.8067,281.78,279.0867,281.0567
2017-05-09,JNJ,Health Care,123.23,123.47,122.88,123.21
2017-05-09,LH,Health Care,142.19,142.87,141.97,142.03
2017-05-09,LLY,Health Care,80.82,80.94,80.35,80.79
2017-05-09,MCK,Health Care,141.6,142.89,141.43,142.49
2017-05-09,MDT,Health Care,83.33,83.77,83.19,83.34
2017-05-09,MRK,Health Care,64.18,64.265,63.16,63.29
2017-05-09,MTD,Health Care,545.0,548.955,544.43,547.43
2017-05-09,PFE,Health Care,33.56,33.59,33.35,33.38
2017-05-09,PKI,Health Care,61.86,62.68,61.56,62.56
2017-05-09,PRGO,Health Care,74.09,74.99,72.8782,74.73
2017-05-09,REGN,Health Care,422.83,428.72,421.55,427.18
2017-05-09,RMD,Health Care,68.15,68.23,67.16,67.46
2017-05-09,STE,Health Care,75.08,77.5,75.08,75.92
2017-05-09,SYK,Health Care,134.81,135.46,134.495,134.87
2017-05-09,TFX,Health Care,195.19,196.87,193.16,194.4
2017-05-09,TMO,Health Care,171.67,173.21,171.0,172.12
2017-05-09,UHS,Health Care,121.45,123.23,121.39,122.5
2017-05-09,UNH,Health Care,174.1,174.77,172.73,173.24
2017-05-09,VRTX,Health Care,115.5,117.0,114.381,116.63
2017-05-09,WAT,Health Care,173.56,174.78,173.0,174.5
2017-05-09,WST,Health Care,96.22,96.25,95.3,95.54
2017-05-09,XRAY,Health Care,64.41,65.39,62.92,63.25
2017-05-09,ZBH,Health Care,116.85,118.84,116.8,118.66
2017-05-09,ZTS,Health Care,58.8,59.69,58.55,59.43
2017-05-10,A,Health Care,56.85,56.94,56.08,56.27
2017-05-10,ABBV,Health Care,66.16,66.23,65.36,65.98
2017-05-10,ABC,Health Care,87.57,88.71,87.56,88.14
2017-05-10,ABMD,Health Care,130.63,131.825,129.83,131.8
2017-05-10,ABT,Health Care,44.7,44.7,44.37,44.5
2017-05-10,ALGN,Health Care,137.96,138.355,135.81,137.01
2017-05-10,ALXN,Health Care,124.99,125.37,120.57,120.95
2017-05-10,AMGN,Health Care,163.25,163.48,159.7001,160.51
2017-05-10,ANTM,Health Care,177.92,180.29,177.51,180.13
2017-05-10,BAX,Health Care,56.1,56.27,55.73,56.19
2017-05-10,BDX,Health Care,181.15,181.55,177.64,179.76
2017-05-10,BIIB,Health Care,260.63,262.3,257.02,257.92
2017-05-10,BIO,Health Care,222.02,223.42,220.25,223.0
2017-05-10,BMY,Health Care,55.18,55.31,54.88,55.14
2017-05-10,BSX,Health Care,26.35,26.5,26.24,26.46
2017-05-10,CAH,Health Care,72.17,72.28,71.77,72.0
2017-05-10,CERN,Health Care,64.75,65.24,64.2,64.73
2017-05-10,CI,Health Care,162.0,163.28,161.68,162.9
2017-05-10,CNC,Health Care,37.785,38.7925,37.705,38.68
2017-05-10,COO,Health Care,207.34,208.1,206.19,207.34
2017-05-10,CTLT,Health Care,31.48,32.1,31.01,31.81
2017-05-10,CVS,Health Care,81.07,81.56,80.81,80.94
2017-05-10,DGX,Health Care,107.0,107.97,106.9,107.85
2017-05-10,DHR,Health Care,83.1,83.46,82.78,83.21
2017-05-10,DVA,Health Care,65.74,66.77,65.74,66.54
2017-05-10,DXCM,Health Care,71.93,72.67,70.27,71.1
2017-05-10,EW,Health Care,36.5767,36.9,36.2667,36.87
2017-05-10,GILD,Health Care,67.69,67.8,66.71,66.92
2017-05-10,HCA,Health Care,84.24,85.9,83.9368,85.56
2017-05-10,HOLX,Health Care,45.42,46.05,45.15,45.96
2017-05-10,HSIC,Health Care,69.5496,69.6672,68.8437,69.0554
2017-05-10,HUM,Health Care,230.0,231.85,229.36,230.8
2017-05-10,IDXX,Health Care,162.08,163.63,161.55,163.01
2017-05-10,ILMN,Health Care,182.97,183.96,180.19,182.11
2017-05-10,INCY,Health Care,119.67,119.92,118.08,118.22
2017-05-10,IQV,Health Care,84.01,84.71,83.31,83.8
2017-05-10,ISRG,Health Care,281.37,281.6667,279.58,281.02
2017-05-10,JNJ,Health Care,122.91,123.055,122.38,122.81
2017-05-10,LH,Health Care,141.56,142.29,141.21,141.7
2017-05-10,LLY,Health Care,80.84,81.11,80.19,81.05
2017-05-10,MCK,Health Care,142.41,143.49,141.62,143.23
2017-05-10,MDT,Health Care,83.24,83.24,82.58,82.89
2017-05-10,MRK,Health Care,63.13,63.95,63.09,63.94
2017-05-10,MTD,Health Care,547.0,554.3799,544.75,552.54
2017-05-10,PFE,Health Care,33.0,33.12,32.9,33.03
2017-05-10,PKI,Health Care,62.57,62.74,62.06,62.67
2017-05-10,PRGO,Health Care,74.59,74.99,73.23,74.54
2017-05-10,REGN,Health Care,427.13,431.74,422.95,431.57
2017-05-10,RMD,Health Care,67.51,68.24,67.33,68.2
2017-05-10,STE,Health Care,75.88,76.52,75.4,76.38
2017-05-10,SYK,Health Care,134.59,134.66,133.51,134.04
2017-05-10,TFX,Health Care,194.68,195.41,193.435,195.15
2017-05-10,TMO,Health Care,170.94,172.67,170.2,170.97
2017-05-10,UHS,Health Care,122.45,123.985,122.39,123.61
2017-05-10,UNH,Health Care,173.04,173.64,172.461,173.39
2017-05-10,VRTX,Health Care,116.55,116.55,114.22,115.35
2017-05-10,WAT,Health Care,174.01,174.83,172.92,174.11
2017-05-10,WST,Health Care,94.92,95.21,94.34,94.89
2017-05-10,XRAY,Health Care,63.18,63.31,62.3,62.52
2017-05-10,ZBH,Health Care,118.49,119.71,118.04,119.49
2017-05-10,ZTS,Health Care,58.99,60.125,58.99,59.9
2017-05-11,A,Health Care,56.13,56.38,55.8,56.23
2017-05-11,ABBV,Health Care,65.9,65.96,64.655,65.3
2017-05-11,ABC,Health Care,87.84,88.935,87.8,88.86
2017-05-11,ABMD,Health Care,131.33,131.59,129.55,130.85
2017-05-11,ABT,Health Care,44.39,44.39,43.775,43.86
2017-05-11,ALGN,Health Care,136.51,137.61,135.85,137.46
2017-05-11,ALXN,Health Care,120.6,121.1174,118.58,119.04
2017-05-11,AMGN,Health Care,159.86,160.52,158.29,160.08
2017-05-11,ANTM,Health Care,180.1,183.37,178.87,182.72
2017-05-11,BAX,Health Care,56.11,56.37,55.9,56.35
2017-05-11,BDX,Health Care,181.7,184.95,181.56,184.86
2017-05-11,BIIB,Health Care,257.27,258.19,252.69,254.15
2017-05-11,BIO,Health Care,222.62,222.7118,219.68,221.14
2017-05-11,BMY,Health Care,55.14,55.66,54.8901,55.14
2017-05-11,BSX,Health Care,26.37,26.47,26.14,26.37
2017-05-11,CAH,Health Care,72.06,72.96,71.82,72.78
2017-05-11,CERN,Health Care,64.74,64.94,64.12,64.75
2017-05-11,CI,Health Care,163.04,164.29,161.7,163.82
2017-05-11,CNC,Health Care,38.48,38.595,38.085,38.12
2017-05-11,COO,Health Care,206.33,207.64,205.62,207.4
2017-05-11,CTLT,Health Care,31.73,32.18,31.61,32.0
2017-05-11,CVS,Health Care,80.84,82.46,80.63,82.28
2017-05-11,DGX,Health Care,107.67,108.21,107.184,107.41
2017-05-11,DHR,Health Care,83.01,83.21,82.47,82.78
2017-05-11,DVA,Health Care,66.41,67.01,66.21,66.88
2017-05-11,DXCM,Health Care,71.2,72.32,68.86,68.94
2017-05-11,EW,Health Care,36.6067,36.87,36.5,36.75
2017-05-11,GILD,Health Care,66.77,66.84,66.055,66.71
2017-05-11,HCA,Health Care,85.03,85.39,84.44,85.29
2017-05-11,HOLX,Health Care,43.04,44.25,43.0,43.62
2017-05-11,HSIC,Health Care,68.7574,69.2358,68.3613,69.1809
2017-05-11,HUM,Health Care,229.79,231.46,228.07,230.73
2017-05-11,IDXX,Health Care,162.07,163.27,161.83,163.17
2017-05-11,ILMN,Health Care,182.14,182.4099,179.28,181.74
2017-05-11,INCY,Health Care,117.87,118.41,116.21,116.43
2017-05-11,IQV,Health Care,83.87,83.89,82.95,83.46
2017-05-11,ISRG,Health Care,281.3133,282.2733,279.4,281.6433
2017-05-11,JNJ,Health Care,122.5,123.21,122.34,123.2
2017-05-11,LH,Health Care,141.29,142.43,140.79,141.13
2017-05-11,LLY,Health Care,80.72,81.0,79.91,80.22
2017-05-11,MCK,Health Care,142.58,146.66,142.29,145.7
2017-05-11,MDT,Health Care,82.45,83.02,82.2,83.01
2017-05-11,MRK,Health Care,64.75,65.25,64.305,64.43
2017-05-11,MTD,Health Care,548.96,554.11,545.535,552.74
2017-05-11,PFE,Health Care,32.99,33.14,32.85,33.04
2017-05-11,PKI,Health Care,62.38,62.645,62.1,62.56
2017-05-11,PRGO,Health Care,74.74,76.28,73.95,75.37
2017-05-11,REGN,Health Care,429.79,441.71,428.85,440.43
2017-05-11,RMD,Health Care,68.01,68.15,67.65,67.93
2017-05-11,STE,Health Care,76.04,76.04,74.8,75.19
2017-05-11,SYK,Health Care,133.89,135.08,133.33,134.84
2017-05-11,TFX,Health Care,194.05,194.855,192.76,193.88
2017-05-11,TMO,Health Care,169.88,171.07,169.46,171.01
2017-05-11,UHS,Health Care,123.11,123.74,121.56,122.83
2017-05-11,UNH,Health Care,172.76,173.856,171.67,173.32
2017-05-11,VRTX,Health Care,115.41,115.54,113.84,115.36
2017-05-11,WAT,Health Care,173.26,173.26,169.341,172.22
2017-05-11,WST,Health Care,94.51,95.09,94.01,94.88
2017-05-11,XRAY,Health Care,62.32,62.78,62.1,62.7
2017-05-11,ZBH,Health Care,119.83,121.16,118.64,121.02
2017-05-11,ZTS,Health Care,59.68,59.89,59.25,59.72
2017-05-12,A,Health Care,56.16,56.4,55.96,56.16
2017-05-12,ABBV,Health Care,65.27,66.19,65.21,66.06
2017-05-12,ABC,Health Care,88.61,88.97,88.44,88.75
2017-05-12,ABMD,Health Care,130.28,131.97,130.28,131.42
2017-05-12,ABT,Health Care,43.9,44.17,43.87,43.96
2017-05-12,ALGN,Health Care,137.24,139.229,137.14,138.67
2017-05-12,ALXN,Health Care,119.0,121.39,118.11,120.08
2017-05-12,AMGN,Health Care,160.49,160.62,159.46,160.22
2017-05-12,ANTM,Health Care,181.27,183.79,180.721,181.44
2017-05-12,BAX,Health Care,56.35,56.5,55.98,56.19
2017-05-12,BDX,Health Care,184.24,187.69,184.12,184.62
2017-05-12,BIIB,Health Care,255.41,256.3,253.3,254.84
2017-05-12,BIO,Health Care,220.86,222.75,220.31,220.51
2017-05-12,BMY,Health Care,55.2,55.38,54.8,55.03
2017-05-12,BSX,Health Care,26.34,26.49,26.17,26.23
2017-05-12,CAH,Health Care,72.78,73.01,72.52,72.9
2017-05-12,CERN,Health Care,64.8,64.89,63.92,64.36
2017-05-12,CI,Health Care,163.5,164.88,161.53,162.03
2017-05-12,CNC,Health Care,38.175,38.39,37.725,37.835
2017-05-12,COO,Health Care,207.14,208.3,207.1,207.59
2017-05-12,CTLT,Health Care,31.96,32.29,31.8775,32.23
2017-05-12,CVS,Health Care,82.1,82.4,80.18,80.21
2017-05-12,DGX,Health Care,107.16,107.28,106.12,106.47
2017-05-12,DHR,Health Care,82.62,83.09,82.56,82.84
2017-05-12,DVA,Health Care,66.75,66.89,66.5,66.64
2017-05-12,DXCM,Health Care,68.94,70.62,68.71,70.42
2017-05-12,EW,Health Care,36.6967,37.0,36.5767,36.8633
2017-05-12,GILD,Health Care,66.87,66.899,65.74,66.06
2017-05-12,HCA,Health Care,85.21,85.22,84.04,84.61
2017-05-12,HOLX,Health Care,43.66,43.77,42.555,42.63
2017-05-12,HSIC,Health Care,68.9535,69.2104,68.577,68.875
2017-05-12,HUM,Health Care,230.53,233.66,230.53,231.99
2017-05-12,IDXX,Health Care,163.17,164.0,162.59,163.22
2017-05-12,ILMN,Health Care,181.91,182.51,180.69,182.38
2017-05-12,INCY,Health Care,115.99,117.86,114.33,115.19
2017-05-12,IQV,Health Care,83.16,83.82,82.86,82.89
2017-05-12,ISRG,Health Care,282.0933,282.7667,281.1067,281.24
2017-05-12,JNJ,Health Care,123.11,124.1,123.01,123.64
2017-05-12,LH,Health Care,140.56,141.3587,138.31,139.32
2017-05-12,LLY,Health Care,80.33,80.61,79.74,80.19
2017-05-12,MCK,Health Care,145.38,145.6,144.02,144.58
2017-05-12,MDT,Health Care,82.87,83.88,82.81,83.42
2017-05-12,MRK,Health Care,64.39,64.67,63.27,63.57
2017-05-12,MTD,Health Care,550.89,556.99,550.89,556.11
2017-05-12,PFE,Health Care,32.89,33.07,32.89,33.01
2017-05-12,PKI,Health Care,62.55,62.92,62.33,62.38
2017-05-12,PRGO,Health Care,75.24,75.52,74.02,74.97
2017-05-12,REGN,Health Care,441.54,452.88,438.59,442.05
2017-05-12,RMD,Health Care,68.04,68.45,67.95,68.36
2017-05-12,STE,Health Care,74.88,75.34,74.665,75.0
2017-05-12,SYK,Health Care,134.63,135.113,134.33,134.82
2017-05-12,TFX,Health Care,192.96,194.82,192.8,193.46
2017-05-12,TMO,Health Care,170.7,172.06,170.41,171.52
2017-05-12,UHS,Health Care,122.72,122.95,121.38,122.29
2017-05-12,UNH,Health Care,172.64,173.39,171.52,171.81
2017-05-12,VRTX,Health Care,115.12,116.23,113.84,114.6
2017-05-12,WAT,Health Care,172.25,173.02,172.0,172.41
2017-05-12,WST,Health Care,94.9,95.16,94.34,94.42
2017-05-12,XRAY,Health Care,62.7,62.7,61.6,61.65
2017-05-12,ZBH,Health Care,120.86,122.93,120.55,121.26
2017-05-12,ZTS,Health Care,60.03,60.19,59.57,59.88
2017-05-15,A,Health Care,56.07,56.76,56.01,56.7
2017-05-15,ABBV,Health Care,66.07,66.85,65.95,66.67
2017-05-15,ABC,Health Care,88.49,90.99,88.47,89.92
2017-05-15,ABMD,Health Care,131.5,134.71,131.06,134.51
2017-05-15,ABT,Health Care,43.92,44.23,43.9,44.04
2017-05-15,ALGN,Health Care,138.9,139.95,138.16,138.46
2017-05-15,ALXN,Health Care,120.5,121.45,120.301,120.93
2017-05-15,AMGN,Health Care,158.88,160.15,158.71,159.97
2017-05-15,ANTM,Health Care,180.72,182.79,179.6,182.3
2017-05-15,BAX,Health Care,56.05,56.77,55.94,56.7
2017-05-15,BDX,Health Care,184.12,185.22,183.54,185.13
2017-05-15,BIIB,Health Care,253.97,259.95,253.97,258.53
2017-05-15,BIO,Health Care,220.26,223.15,220.26,222.32
2017-05-15,BMY,Health Care,55.03,55.23,54.83,55.1
2017-05-15,BSX,Health Care,26.23,26.46,26.16,26.42
2017-05-15,CAH,Health Care,72.77,73.44,72.51,72.96
2017-05-15,CERN,Health Care,64.75,64.91,64.2,64.29
2017-05-15,CI,Health Care,161.7,162.93,161.17,162.1
2017-05-15,CNC,Health Care,38.175,38.215,37.705,38.2
2017-05-15,COO,Health Care,207.58,210.86,207.58,209.87
2017-05-15,CTLT,Health Care,33.02,33.705,32.5,33.65
2017-05-15,CVS,Health Care,80.25,80.945,80.21,80.47
2017-05-15,DGX,Health Care,106.5,107.85,106.36,107.59
2017-05-15,DHR,Health Care,83.03,83.56,82.93,83.28
2017-05-15,DVA,Health Care,66.62,66.9,65.89,66.03
2017-05-15,DXCM,Health Care,70.65,72.16,70.27,71.53
2017-05-15,EW,Health Care,36.8,37.84,36.7233,37.81
2017-05-15,GILD,Health Care,66.08,66.17,65.73,65.95
2017-05-15,HCA,Health Care,84.52,84.72,83.77,83.82
2017-05-15,HOLX,Health Care,42.58,43.375,42.44,43.24
2017-05-15,HSIC,Health Care,68.7456,69.1103,68.6476,69.0711
2017-05-15,HUM,Health Care,231.77,232.48,229.8,231.11
2017-05-15,IDXX,Health Care,163.15,164.56,162.7125,164.48
2017-05-15,ILMN,Health Care,180.76,181.085,179.0,180.05
2017-05-15,INCY,Health Care,115.0,117.49,114.03,117.35
2017-05-15,IQV,Health Care,83.0,83.91,82.82,83.62
2017-05-15,ISRG,Health Care,280.6233,283.7667,280.6233,283.5567
2017-05-15,JNJ,Health Care,124.41,127.36,124.33,126.99
2017-05-15,LH,Health Care,139.4,141.02,139.16,140.53
2017-05-15,LLY,Health Care,80.19,80.49,79.43,80.3
2017-05-15,MCK,Health Care,144.36,147.18,144.24,145.33
